Experiment	RNA editing site	Location	Gene	dFI	p-value	FDR
BeWo-mir518a-3p-KD	chr1:155705300	intronic	"DAP3,MSTO1"	-0.580287929	4.51E-07	0.000849902
BeWo-mir518a-3p-KD	chr1:155706005	intronic	"DAP3,MSTO1"	-0.210445469	0.000662498	0.043961236
BeWo-mir518a-3p-KD	chr1:160966351	UTR3	F11R	-0.147624845	0.000737264	0.047031775
BeWo-mir518a-3p-KD	chr1:160966352	UTR3	F11R	-0.153443329	0.000228639	0.026965741
BeWo-mir518a-3p-KD	chr1:179326003	UTR3	SOAT1	-0.316176471	0.000333049	0.031921315
BeWo-mir518a-3p-KD	chr1:179326278	UTR3	SOAT1	-0.382161235	1.85E-05	0.007521719
BeWo-mir518a-3p-KD	chr1:179326296	UTR3	SOAT1	-0.281638418	0.00028517	0.029191244
BeWo-mir518a-3p-KD	chr1:179326499	UTR3	SOAT1	-0.273469388	0.000350985	0.031963802
BeWo-mir518a-3p-KD	chr1:179326588	UTR3	SOAT1	-0.182180851	0.000275176	0.028611805
BeWo-mir518a-3p-KD	chr1:179327010	UTR3	SOAT1	-0.2275144	0.000411472	0.034837479
BeWo-mir518a-3p-KD	chr1:21750299	intergenic	"RP11-293F5.1,NBPF3"	-0.297093023	0.000562901	0.041066923
BeWo-mir518a-3p-KD	chr1:21750317	intergenic	"RP11-293F5.1,NBPF3"	-0.3678487	0.000492845	0.038282498
BeWo-mir518a-3p-KD	chr1:220232143	UTR3	BPNT1	-0.280087928	0.000185264	0.025371384
BeWo-mir518a-3p-KD	chr1:27271413	intronic	NUDC	-0.55	0.000292621	0.029723546
BeWo-mir518a-3p-KD	chr1:28661576	UTR3	MED18	-0.331521739	0.000538816	0.040218076
BeWo-mir518a-3p-KD	chr1:36067925	UTR3	PSMB2	-0.36523762	0.000118314	0.021401875
BeWo-mir518a-3p-KD	chr1:36068295	UTR3	PSMB2	-0.428904429	0.000200954	0.026273212
BeWo-mir518a-3p-KD	chr1:36943433	intronic	CSF3R	-0.340994371	3.32E-06	0.002434421
BeWo-mir518a-3p-KD	chr1:53291434	UTR3	ZYG11B	-0.365898618	0.000338075	0.031921315
BeWo-mir518a-3p-KD	chr1:6282224	UTR3	ICMT	-0.353416149	0.00026519	0.028014686
BeWo-mir518a-3p-KD	chr1:9161011	UTR3	GPR157	-0.273109244	0.000173754	0.024672086
BeWo-mir518a-3p-KD	chr1:9161231	UTR3	GPR157	-0.373015873	7.76E-06	0.004655105
BeWo-mir518a-3p-KD	chr10:101992194	ncRNA_intronic	RP11-316M21.6	-0.262801205	4.27E-05	0.012820591
BeWo-mir518a-3p-KD	chr10:102121601	UTR3	SCD	-0.140089233	6.18E-07	0.000849902
BeWo-mir518a-3p-KD	chr10:102777342	exonic	PDZD7	-0.324074074	0.000251414	0.027760367
BeWo-mir518a-3p-KD	chr10:75008965	ncRNA_exonic	DNAJC9-AS1	-0.190265487	6.13E-07	0.000849902
BeWo-mir518a-3p-KD	chr10:96372562	intergenic	"RP11-119K6.6,CYP2C18"	-0.368055556	0.000159771	0.023705328
BeWo-mir518a-3p-KD	chr11:126168255	intronic	RP11-712L6.5	-0.6	2.23E-05	0.008663811
BeWo-mir518a-3p-KD	chr11:767989	UTR3	PDDC1	-0.558333333	0.000144067	0.023036607
BeWo-mir518a-3p-KD	chr12:113827916	downstream	PLBD2	-0.206987296	0.000166335	0.024405099
BeWo-mir518a-3p-KD	chr12:113828925	intergenic	"PLBD2,SDS"	-0.238410596	2.95E-06	0.002294475
BeWo-mir518a-3p-KD	chr12:113828960	intergenic	"PLBD2,SDS"	-0.221904762	0.000459755	0.036572658
BeWo-mir518a-3p-KD	chr12:117289312	UTR3	RNFT2	-0.363636364	0.000611413	0.042632078
BeWo-mir518a-3p-KD	chr12:120899011	UTR3	GATC	-0.171428571	0.000797244	0.049194412
BeWo-mir518a-3p-KD	chr12:124005060	intronic	RILPL1	-0.318181818	0.000657272	0.043936523
BeWo-mir518a-3p-KD	chr12:51324506	UTR3	METTL7A	-0.157791961	0.000635965	0.043512539
BeWo-mir518a-3p-KD	chr12:51324639	UTR3	METTL7A	-0.167872572	0.000395736	0.033971217
BeWo-mir518a-3p-KD	chr12:51325229	UTR3	METTL7A	-0.088214032	0.000575477	0.041353153
BeWo-mir518a-3p-KD	chr12:51325238	UTR3	METTL7A	-0.177191091	0.000149911	0.023036607
BeWo-mir518a-3p-KD	chr12:51325347	UTR3	METTL7A	-0.196178036	0.000252271	0.027760367
BeWo-mir518a-3p-KD	chr12:51325400	UTR3	METTL7A	-0.102837699	0.000708691	0.045833617
BeWo-mir518a-3p-KD	chr12:69237023	UTR3	MDM2	-0.120900949	0.000211305	0.026468476
BeWo-mir518a-3p-KD	chr12:69237509	UTR3	MDM2	-0.145539906	0.000200428	0.026273212
BeWo-mir518a-3p-KD	chr12:69237510	UTR3	MDM2	-0.097814061	0.000232972	0.026965741
BeWo-mir518a-3p-KD	chr12:69237534	UTR3	MDM2	-0.153367521	0.000499748	0.038367258
BeWo-mir518a-3p-KD	chr13:101275522	intronic	TMTC4	-0.532727273	0.000128199	0.022274496
BeWo-mir518a-3p-KD	chr13:101275583	intronic	TMTC4	-0.694736842	3.51E-05	0.011307939
BeWo-mir518a-3p-KD	chr13:20247141	UTR3	MPHOSPH8	-0.205479452	0.000720265	0.04617039
BeWo-mir518a-3p-KD	chr13:21948570	intergenic	"RNA5SP25,ZDHHC20"	-0.24831309	0.000634323	0.043512539
BeWo-mir518a-3p-KD	chr13:21948624	intergenic	"RNA5SP25,ZDHHC20"	-0.342261905	1.49E-05	0.007299998
BeWo-mir518a-3p-KD	chr13:50487293	UTR3	SPRYD7	-0.278963415	0.000454936	0.036572658
BeWo-mir518a-3p-KD	chr13:50487353	UTR3	SPRYD7	-0.443452381	3.43E-05	0.011307939
BeWo-mir518a-3p-KD	chr14:23442150	UTR3	AJUBA	-0.236196319	0.000328903	0.031921315
BeWo-mir518a-3p-KD	chr14:50800945	intronic	"ATP5S,CDKL1"	0.584033613	6.93E-05	0.015781423
BeWo-mir518a-3p-KD	chr14:53109732	UTR3	ERO1L	-0.40304878	6.60E-05	0.015781423
BeWo-mir518a-3p-KD	chr14:53242639	ncRNA_exonic	RP11-589M4.1	-0.241169639	7.30E-06	0.004655105
BeWo-mir518a-3p-KD	chr14:74524774	ncRNA_intronic	AC005484.5	-0.182287442	0.000205898	0.026396947
BeWo-mir518a-3p-KD	chr14:75202312	UTR3	FCF1	-0.226666667	0.000490065	0.038282498
BeWo-mir518a-3p-KD	chr14:75202372	UTR3	FCF1	-0.272212103	0.000499599	0.038367258
BeWo-mir518a-3p-KD	chr14:75202532	UTR3	FCF1	-0.211540243	0.000204131	0.026396947
BeWo-mir518a-3p-KD	chr14:75202544	UTR3	FCF1	-0.236546958	1.24E-05	0.006290594
BeWo-mir518a-3p-KD	chr14:75202856	UTR3	FCF1	-0.246004966	0.000222429	0.026965741
BeWo-mir518a-3p-KD	chr14:75202857	UTR3	FCF1	-0.188509317	0.000384331	0.033833949
BeWo-mir518a-3p-KD	chr15:52206009	intergenic	"TMOD3,LEO1"	-0.614973262	0.000173166	0.024672086
BeWo-mir518a-3p-KD	chr15:65442476	UTR3	CLPX	0.294117647	0.000789171	0.048924903
BeWo-mir518a-3p-KD	chr15:75643681	intronic	NEIL1	0.551282051	0.000131724	0.0225242
BeWo-mir518a-3p-KD	chr15:75645702	intronic	NEIL1	0.137254902	0.000773122	0.04884728
BeWo-mir518a-3p-KD	chr15:90618550	ncRNA_intronic	RP11-617F23.1	-0.285164835	0.000268076	0.028094768
BeWo-mir518a-3p-KD	chr16:1987989	downstream	MSRB1	-0.660606061	5.88E-05	0.015781423
BeWo-mir518a-3p-KD	chr16:23476587	UTR3	GGA2	-0.171653797	0.000187273	0.025371384
BeWo-mir518a-3p-KD	chr16:2850286	ncRNA_intronic	PRSS41	-0.4125	1.63E-06	0.001435311
BeWo-mir518a-3p-KD	chr16:2850287	ncRNA_intronic	PRSS41	-0.280246914	6.67E-05	0.015781423
BeWo-mir518a-3p-KD	chr16:48388229	UTR3	LONP2	-0.235555556	0.000421634	0.035238447
BeWo-mir518a-3p-KD	chr16:48388380	UTR3	LONP2	-0.275712025	0.000325204	0.031921315
BeWo-mir518a-3p-KD	chr16:68870449	downstream	CDH1	-0.322515213	0.000641368	0.043656019
BeWo-mir518a-3p-KD	chr16:81064560	ncRNA_exonic	RP11-303E16.2	-0.34	0.000693069	0.045083645
BeWo-mir518a-3p-KD	chr16:89802438	intronic	ZNF276	-0.384615385	0.000505619	0.038593613
BeWo-mir518a-3p-KD	chr17:2320522	UTR3	METTL16	-0.437710438	0.000540389	0.040218076
BeWo-mir518a-3p-KD	chr17:33337518	UTR3	RFFL	-0.55	5.38E-05	0.015106476
BeWo-mir518a-3p-KD	chr17:57280686	ncRNA_intronic	CTD-2510F5.4	-0.335238095	1.15E-05	0.00607879
BeWo-mir518a-3p-KD	chr17:57280769	ncRNA_intronic	CTD-2510F5.4	-0.323636364	0.000420012	0.035238447
BeWo-mir518a-3p-KD	chr17:57281067	ncRNA_intronic	CTD-2510F5.4	-0.357142857	0.000100764	0.019445975
BeWo-mir518a-3p-KD	chr17:79529508	UTR3	NPLOC4	-0.623529412	0.000393956	0.033971217
BeWo-mir518a-3p-KD	chr18:12031838	ncRNA_exonic	RP11-703I16.1	-0.362511052	9.93E-05	0.019445975
BeWo-mir518a-3p-KD	chr18:23749205	intronic	PSMA8	-0.286170213	0.000426041	0.03538281
BeWo-mir518a-3p-KD	chr19:11560432	intronic	PRKCSH	-0.084512669	0.00026107	0.028014686
BeWo-mir518a-3p-KD	chr19:11560740	intronic	PRKCSH	-0.150319149	0.000451102	0.036572658
BeWo-mir518a-3p-KD	chr19:11561032	intronic	PRKCSH	-0.456043956	0.00044735	0.036572658
BeWo-mir518a-3p-KD	chr19:11561242	intronic	PRKCSH	-0.098371648	8.21E-05	0.017206085
BeWo-mir518a-3p-KD	chr19:11561383	intronic	PRKCSH	-0.143178768	1.78E-05	0.007521719
BeWo-mir518a-3p-KD	chr19:11561384	intronic	PRKCSH	-0.091631972	6.76E-06	0.004655105
BeWo-mir518a-3p-KD	chr19:11561397	intronic	PRKCSH	-0.09622507	0.000343644	0.031921315
BeWo-mir518a-3p-KD	chr19:12843500	intronic	C19orf43	-0.619047619	4.27E-05	0.012820591
BeWo-mir518a-3p-KD	chr19:13884198	ncRNA_exonic	CTB-5E10.3	-0.257407407	0.000781031	0.048879205
BeWo-mir518a-3p-KD	chr19:13884742	ncRNA_exonic	CTB-5E10.3	-0.20667629	0.000578496	0.041353153
BeWo-mir518a-3p-KD	chr19:16661359	UTR3	SLC35E1	-0.250550087	0.000363563	0.032658805
BeWo-mir518a-3p-KD	chr19:16661370	UTR3	SLC35E1	-0.225490196	0.000215311	0.026571822
BeWo-mir518a-3p-KD	chr19:16661379	UTR3	SLC35E1	-0.290113542	1.07E-05	0.005873092
BeWo-mir518a-3p-KD	chr19:16745385	ncRNA_exonic	CTC-429P9.3	0.542307692	8.17E-05	0.017206085
BeWo-mir518a-3p-KD	chr19:17924681	downstream	B3GNT3	-0.279261206	1.76E-05	0.007521719
BeWo-mir518a-3p-KD	chr19:17925407	intergenic	"B3GNT3,INSL3"	-0.21506249	6.37E-05	0.015781423
BeWo-mir518a-3p-KD	chr19:17925550	intergenic	"B3GNT3,INSL3"	-0.259746206	0.000250547	0.027760367
BeWo-mir518a-3p-KD	chr19:17925809	intergenic	"B3GNT3,INSL3"	-0.18714938	0.000250261	0.027760367
BeWo-mir518a-3p-KD	chr19:19867458	intergenic	"ZNF14,CTC-559E9.4"	0.638095238	1.88E-05	0.007521719
BeWo-mir518a-3p-KD	chr19:19867464	intergenic	"ZNF14,CTC-559E9.4"	0.333333333	0.00041156	0.034837479
BeWo-mir518a-3p-KD	chr19:20725172	intergenic	"CTC-513N18.6,ZNF737"	-0.481060606	0.000630248	0.043512539
BeWo-mir518a-3p-KD	chr19:21303090	UTR3	ZNF714	-0.630952381	0.000123117	0.02174002
BeWo-mir518a-3p-KD	chr19:21636424	ncRNA_exonic	CTD-2561J22.5	-0.215263158	0.000208098	0.026422421
BeWo-mir518a-3p-KD	chr19:36260772	ncRNA_intronic	AC002398.13	-0.5375	0.000816956	0.049943975
BeWo-mir518a-3p-KD	chr19:37068130	ncRNA_exonic	AC092295.7	-0.425986842	6.17E-05	0.015781423
BeWo-mir518a-3p-KD	chr19:38897063	intronic	FAM98C	0.521367521	3.43E-05	0.011307939
BeWo-mir518a-3p-KD	chr19:39981292	downstream	TIMM50	-0.333333333	0.000805793	0.049490652
BeWo-mir518a-3p-KD	chr19:46053172	UTR3	OPA3	-0.247247247	0.000263521	0.028014686
BeWo-mir518a-3p-KD	chr19:4653223	UTR3	TNFAIP8L1	-0.527272727	0.000144911	0.023036607
BeWo-mir518a-3p-KD	chr19:49427113	downstream	NUCB1	-0.527777778	0.000582914	0.041353153
BeWo-mir518a-3p-KD	chr19:49427179	downstream	NUCB1	-0.55	7.07E-05	0.015825802
BeWo-mir518a-3p-KD	chr19:49427557	downstream	NUCB1	-0.510989011	0.000149797	0.023036607
BeWo-mir518a-3p-KD	chr19:54681913	intronic	MBOAT7	0.392857143	0.00034063	0.031921315
BeWo-mir518a-3p-KD	chr19:58375631	UTR3	ZNF587	-0.264814815	0.000353454	0.031968236
BeWo-mir518a-3p-KD	chr2:128951796	UTR3	UGGT1	-0.467836257	0.000190213	0.025371384
BeWo-mir518a-3p-KD	chr2:172605837	downstream	DYNC1I2	-0.361471861	0.000232434	0.026965741
BeWo-mir518a-3p-KD	chr2:202151362	UTR3	CASP8	-0.278146743	0.000658798	0.043936523
BeWo-mir518a-3p-KD	chr2:217366965	UTR3	RPL37A	-0.528428094	0.000340341	0.031921315
BeWo-mir518a-3p-KD	chr2:37328034	UTR3	EIF2AK2	-0.223320158	0.000340864	0.031921315
BeWo-mir518a-3p-KD	chr2:42930212	intronic	MTA3	-0.764705882	4.17E-07	0.000849902
BeWo-mir518a-3p-KD	chr2:61278017	UTR3	PEX13	-0.2575	0.000257321	0.028014686
BeWo-mir518a-3p-KD	chr2:99812311	UTR3	"C2orf15,MRPL30"	-0.253546846	2.31E-05	0.008700827
BeWo-mir518a-3p-KD	chr2:99812336	UTR3	"C2orf15,MRPL30"	-0.194256083	0.000593091	0.04165833
BeWo-mir518a-3p-KD	chr20:25428294	UTR3	GINS1	-0.235390039	1.80E-05	0.007521719
BeWo-mir518a-3p-KD	chr20:25428750	UTR3	GINS1	-0.130089671	8.76E-05	0.018079338
BeWo-mir518a-3p-KD	chr20:32294153	downstream	PXMP4	-0.541025641	0.000323512	0.031921315
BeWo-mir518a-3p-KD	chr20:32661719	intronic	RALY	-0.734848485	2.44E-05	0.008828503
BeWo-mir518a-3p-KD	chr21:37494290	ncRNA_intronic	AP000688.14	-0.385483871	0.000649601	0.043936523
BeWo-mir518a-3p-KD	chr22:26920442	ncRNA_exonic	CTA-445C9.15	-0.609090909	0.000749705	0.047595461
BeWo-mir518a-3p-KD	chr22:36662237	UTR3	APOL1	-0.295022624	0.000232695	0.026965741
BeWo-mir518a-3p-KD	chr22:36662901	UTR3	APOL1	-0.204011588	1.83E-06	0.001513478
BeWo-mir518a-3p-KD	chr22:36884556	UTR3	FOXRED2	-0.290909091	6.52E-05	0.015781423
BeWo-mir518a-3p-KD	chr22:38340748	intronic	C22orf23	-0.342857143	0.000123476	0.02174002
BeWo-mir518a-3p-KD	chr22:38340759	intronic	C22orf23	0.331541219	0.000309234	0.031171307
BeWo-mir518a-3p-KD	chr22:38342537	intronic	C22orf23	-0.317153889	0.00015003	0.023036607
BeWo-mir518a-3p-KD	chr3:127790249	UTR3	SEC61A1	-0.103884227	1.42E-08	4.70E-05
BeWo-mir518a-3p-KD	chr3:14986098	ncRNA_exonic	FGD5-AS1	-0.402732596	7.08E-07	0.000849902
BeWo-mir518a-3p-KD	chr3:14986138	ncRNA_exonic	FGD5-AS1	-0.262516046	0.000548221	0.040218076
BeWo-mir518a-3p-KD	chr3:195414902	intergenic	"LINC00969,MIR570"	-0.384946237	0.00017376	0.024672086
BeWo-mir518a-3p-KD	chr3:195895393	intergenic	"LINC00885,ZDHHC19"	0.608974359	0.00023484	0.026965741
BeWo-mir518a-3p-KD	chr3:195895445	intergenic	"LINC00885,ZDHHC19"	0.666666667	9.09E-05	0.01818151
BeWo-mir518a-3p-KD	chr3:38492957	ncRNA_exonic	ACVR2B-AS1	0.384615385	7.73E-06	0.004655105
BeWo-mir518a-3p-KD	chr3:40578997	UTR3	ZNF621	-0.536842105	0.000346966	0.031921315
BeWo-mir518a-3p-KD	chr3:45722047	ncRNA_intronic	LIMD1-AS1	-0.187459618	0.000680634	0.04471529
BeWo-mir518a-3p-KD	chr3:45722341	ncRNA_intronic	LIMD1-AS1	-0.189112991	0.000146512	0.023036607
BeWo-mir518a-3p-KD	chr3:58141791	exonic	FLNB	-0.10703906	6.61E-05	0.015781423
BeWo-mir518a-3p-KD	chr4:165996838	UTR3	TMEM192	0.441176471	0.000520528	0.039503282
BeWo-mir518a-3p-KD	chr4:177252327	UTR3	SPCS3	-0.35465587	0.000155207	0.023289895
BeWo-mir518a-3p-KD	chr4:57326315	UTR3	PAICS	-0.182016942	6.16E-05	0.015781423
BeWo-mir518a-3p-KD	chr4:57326333	UTR3	PAICS	-0.152401087	1.27E-06	0.001195578
BeWo-mir518a-3p-KD	chr4:57327017	UTR3	PAICS	-0.153818438	7.29E-09	3.21E-05
BeWo-mir518a-3p-KD	chr4:71682372	UTR3	GRSF1	-0.52014652	0.000584989	0.041353153
BeWo-mir518a-3p-KD	chr4:77843564	intergenic	"SOWAHB,SEPT11"	-0.334090909	0.000585615	0.041353153
BeWo-mir518a-3p-KD	chr4:77844011	intergenic	"SOWAHB,SEPT11"	-0.410714286	0.000396181	0.033971217
BeWo-mir518a-3p-KD	chr5:150647737	UTR3	GM2A	-0.242306214	4.44E-16	2.93E-12
BeWo-mir518a-3p-KD	chr5:150647744	UTR3	GM2A	-0.339595458	0	0
BeWo-mir518a-3p-KD	chr5:156904922	UTR3	ADAM19	-0.279554656	8.90E-06	0.005110648
BeWo-mir518a-3p-KD	chr5:156904965	UTR3	ADAM19	-0.243588097	0.000133047	0.0225242
BeWo-mir518a-3p-KD	chr5:156905397	UTR3	ADAM19	-0.208851654	5.25E-05	0.01507378
BeWo-mir518a-3p-KD	chr5:174956085	UTR3	SFXN1	-0.292175361	8.01E-05	0.017206085
BeWo-mir518a-3p-KD	chr5:179265564	UTR3	C5orf45	-0.294670846	0.000479198	0.03766552
BeWo-mir518a-3p-KD	chr5:37290323	UTR3	NUP155	-0.314285714	4.13E-05	0.012820591
BeWo-mir518a-3p-KD	chr5:461747	intronic	EXOC3	-0.492997199	0.000438661	0.036203267
BeWo-mir518a-3p-KD	chr5:79923361	UTR3	DHFR	-0.282067511	0.000114056	0.020918276
BeWo-mir518a-3p-KD	chr5:96110490	UTR3	ERAP1	-0.09723775	0.000459115	0.036572658
BeWo-mir518a-3p-KD	chr5:96110544	UTR3	ERAP1	-0.26635514	3.60E-07	0.000849902
BeWo-mir518a-3p-KD	chr6:10759411	UTR3	TMEM14B	-0.280050505	0.000528841	0.039904794
BeWo-mir518a-3p-KD	chr6:150045816	UTR3	NUP43	-0.161962775	0.000212469	0.026468476
BeWo-mir518a-3p-KD	chr6:150045817	UTR3	NUP43	-0.151128376	0.000613411	0.042632078
BeWo-mir518a-3p-KD	chr6:42856029	UTR3	RPL7L1	-0.322896282	0.000101611	0.019445975
BeWo-mir518a-3p-KD	chr6:42856937	UTR3	RPL7L1	-0.113636364	0.000107895	0.020066882
BeWo-mir518a-3p-KD	chr6:42909491	ncRNA_intronic	RP3-475N16.1	-0.545751634	0.00045524	0.036572658
BeWo-mir518a-3p-KD	chr6:74304013	UTR3	SLC17A5	-0.248051948	0.000154401	0.023289895
BeWo-mir518a-3p-KD	chr7:100954511	downstream	RP11-132A1.4	-0.371428571	0.000472412	0.037354464
BeWo-mir518a-3p-KD	chr7:102173000	ncRNA_intronic	RP11-514P8.8	-0.222222222	0.000176867	0.024846038
BeWo-mir518a-3p-KD	chr7:127895876	UTR3	LEP	-0.248754153	0.000547302	0.040218076
BeWo-mir518a-3p-KD	chr7:128101480	ncRNA_intronic	"RP11-155G14.6,RP11-212P7.3"	0.666666667	9.09E-05	0.01818151
BeWo-mir518a-3p-KD	chr7:144023235	ncRNA_intronic	OR2A1-AS1	0.542307692	0.00071154	0.045833617
BeWo-mir518a-3p-KD	chr7:158530916	intronic	ESYT2	-0.357407407	0.000788407	0.048924903
BeWo-mir518a-3p-KD	chr7:99172127	UTR3	ZNF655	-0.456326531	0.000106126	0.020019982
BeWo-mir518a-3p-KD	chr8:11700213	UTR3	CTSB	-0.192766784	0.000187679	0.025371384
BeWo-mir518a-3p-KD	chr8:11700413	UTR3	CTSB	-0.157583605	0.000348101	0.031921315
BeWo-mir518a-3p-KD	chr8:11700526	UTR3	CTSB	-0.219135802	1.15E-06	0.001165394
BeWo-mir518a-3p-KD	chr8:11700637	UTR3	CTSB	-0.14379085	6.84E-05	0.015781423
BeWo-mir518a-3p-KD	chr8:11701357	UTR3	CTSB	-0.318181818	4.47E-05	0.013116247
BeWo-mir518a-3p-KD	chr8:30535953	UTR3	GSR	-0.279545455	1.63E-05	0.007521719
BeWo-mir518a-3p-KD	chr8:30536078	UTR3	GSR	-0.253141487	1.12E-06	0.001165394
BeWo-mir518a-3p-KD	chr8:30536151	UTR3	GSR	-0.19077381	0.000777087	0.048863969
BeWo-mir518a-3p-KD	chr8:30536544	UTR3	GSR	-0.206726607	2.47E-05	0.008828503
BeWo-mir518a-3p-KD	chr8:38829839	ncRNA_intronic	CTD-2544N14.3	-0.516666667	0.000226426	0.026965741
BeWo-mir518a-3p-KD	chr8:48890247	UTR3	MCM4	-0.169063502	7.76E-05	0.017081981
BeWo-mir518a-3p-KD	chr8:95804605	ncRNA_intronic	KB-1608C10.2	-0.461538462	6.70E-05	0.015781423
BeWo-mir518a-3p-KD	chr8:99056286	ncRNA_exonic	KB-1208A12.3	-0.608333333	0.000144878	0.023036607
BeWo-mir518a-3p-KD	chr9:115447518	UTR3	INIP	-0.414285714	0.000134903	0.022549215
BeWo-mir518a-3p-KD	chr9:33042186	ncRNA_exonic	AL162590.1	-0.592760181	0.00038235	0.033833949
BeWo-mir518a-3p-KD	chr9:33042277	UTR3	SMU1	-0.441176471	0.00065548	0.043936523
BeWo-mir518a-3p-KD	chr9:37510184	ncRNA_intronic	RP11-613M10.6	-0.3640553	0.000188739	0.025371384
BeWo-mir518a-3p-KD	chr9:37510185	ncRNA_intronic	RP11-613M10.6	-0.389285714	0.00036856	0.032884052
BeWo-mir518a-3p-KD	chrX:123047048	UTR3	XIAP	-0.271303258	0.000546116	0.040218076
BeWo-mir518a-3p-KD	chrX:123047165	UTR3	XIAP	-0.251796849	3.48E-05	0.011307939
BeWo-mir518a-3p-KD	chrX:1502460	downstream	IL3RA	-0.566666667	0.000224651	0.026965741
BeWo-mir518a-3p-KD	chrX:77157422	intronic	COX7B	-0.26756931	0.000242891	0.027649843
GM01835-mir9-KD	chr1:204526710	UTR3	MDM4	-0.607843137	4.59E-06	0.030569877
GM01835-mir9-OE	chr1:33139581	intronic	RBBP4	-0.623076923	1.01E-05	0.045150833
GM01835-mir9-OE	chr16:28968843	ncRNA_intronic	RP11-264B17.2	0.684848485	7.54E-06	0.045150833
GM01835-mir9-OE	chr2:96495564	intergenic	"LINC00342,ANKRD36C"	0.575630252	2.68E-06	0.02406431
GM01835-mir9-OE	chr9:130992036	intronic	DNM1	-0.683333333	2.42E-06	0.02406431
H5N1-mir324-5p-OE	chr12:113827926	downstream	PLBD2	0.446153846	0.000185165	0.031202245
H5N1-mir324-5p-OE	chr12:113827947	downstream	PLBD2	0.359090909	0.000310933	0.045085298
H5N1-mir324-5p-OE	chr12:69237509	UTR3	MDM2	0.272727273	0.000121162	0.025767088
H5N1-mir324-5p-OE	chr12:98943033	UTR3	TMPO	-0.155687686	6.54E-05	0.017386032
H5N1-mir324-5p-OE	chr14:20834436	UTR3	TEP1	-0.5	4.59E-05	0.013311276
H5N1-mir324-5p-OE	chr19:42375584	UTR3	RPS19	-0.51046936	2.59E-13	4.13E-10
H5N1-mir324-5p-OE	chr19:42375602	UTR3	RPS19	-0.30833792	6.36E-06	0.002253153
H5N1-mir324-5p-OE	chr19:42375612	UTR3	RPS19	-0.377319588	3.47E-08	2.21E-05
H5N1-mir324-5p-OE	chr19:42375624	UTR3	RPS19	-0.538723905	7.88E-15	2.51E-11
H5N1-mir324-5p-OE	chr19:42375627	UTR3	RPS19	-0.402020202	5.32E-09	4.25E-06
H5N1-mir324-5p-OE	chr19:42376702	UTR3	RPS19	-0.301697346	3.06E-06	0.001219127
H5N1-mir324-5p-OE	chr19:42376710	UTR3	RPS19	-0.274982675	0.000113066	0.025762876
H5N1-mir324-5p-OE	chr19:42376842	UTR3	RPS19	-0.218924564	0.000185844	0.031202245
H5N1-mir324-5p-OE	chr19:42376843	UTR3	RPS19	-0.347015107	2.40E-07	0.000127781
H5N1-mir324-5p-OE	chr19:42376884	UTR3	RPS19	-0.327752024	7.87E-10	8.37E-07
H5N1-mir324-5p-OE	chr19:49427350	downstream	NUCB1	-0.685714286	8.45E-05	0.020731665
H5N1-mir324-5p-OE	chr2:217366580	UTR3	RPL37A	-0.467320261	0.000173688	0.031202245
H5N1-mir324-5p-OE	chr22:18572730	UTR3	PEX26	0.6	0.00022946	0.03659888
H5N1-mir324-5p-OE	chr22:36662872	UTR3	APOL1	0.667045455	7.33E-06	0.002339669
H5N1-mir324-5p-OE	chr5:156455886	downstream	HAVCR1	0.249783924	0.000164758	0.031202245
H5N1-mir324-5p-OE	chr7:17384818	UTR3	AHR	0.423714037	0.000294232	0.044695286
H5N1-mir324-5p-OE	chr9:130991439	intronic	DNM1	0.6875	2.75E-06	0.001219127
HCT116-mir508-OE	chr1:109945582	intronic	PSMA5	-0.426315789	1.39E-05	0.006880692
HCT116-mir508-OE	chr1:109946728	intronic	PSMA5	0.5	0.000449098	0.046771825
HCT116-mir508-OE	chr1:1418726	intronic	ATAD3B	-0.7	1.37E-08	0.00025784
HCT116-mir508-OE	chr1:155704057	intronic	"DAP3,MSTO1"	0.276397516	5.77E-05	0.014126887
HCT116-mir508-OE	chr1:19543797	ncRNA_intronic	RP1-43E13.2	-0.366071429	4.06E-05	0.012045618
HCT116-mir508-OE	chr1:27271386	intronic	NUDC	-0.45	4.12E-05	0.012045618
HCT116-mir508-OE	chr1:27670735	intronic	SYTL1	-0.284090909	4.54E-05	0.012242985
HCT116-mir508-OE	chr1:33149502	UTR3	RBBP4	0.624713959	2.96E-07	0.001395
HCT116-mir508-OE	chr1:35567387	intronic	ZMYM1	-0.380952381	2.13E-05	0.008734211
HCT116-mir508-OE	chr1:45284736	downstream	"PTCH2,RNU5E-6P"	0.461538462	9.21E-06	0.005263418
HCT116-mir508-OE	chr1:46076467	intronic	NASP	0.273076923	1.91E-05	0.008369167
HCT116-mir508-OE	chr1:53288870	UTR3	ZYG11B	-0.4	0.000103478	0.02168521
HCT116-mir508-OE	chr1:93305540	intronic	RPL5	-0.257142857	0.000465137	0.047949801
HCT116-mir508-OE	chr1:9988147	downstream	LZIC	-0.496503497	0.000251504	0.032276299
HCT116-mir508-OE	chr10:103570963	intronic	MGEA5	0.428571429	2.79E-06	0.002771245
HCT116-mir508-OE	chr10:12163032	UTR3	DHTKD1	0.21040724	0.000228203	0.031542816
HCT116-mir508-OE	chr10:12163033	UTR3	DHTKD1	0.332480818	1.29E-05	0.006657737
